,unique_id,current_price,predicted_price,pricing,Mouth,Background,Fur,Clothes,Eyes,Hat,Earring,image_url,contract_address,collection_name,timestamp
58,BoredApeYachtClub3184,125.01,129.8145,underpriced,Grin,Gray,Dark Brown,Blue Dress,Sunglasses,King's Crown,Silver Hoop,https://lh3.googleusercontent.com/mpzHPWD-OYX90m92YDlIcjoAQfwdFpuA-IH8x_Y1V4QHH9FM5Q2G4ld7BFM8SX5XgI924eHxFSn65rtHELw2rE3ODVzi4S5Fp4TMJ6o,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:35.084242
59,BoredApeYachtClub3185,73.12,80.87300000000002,underpriced,Grin,Army Green,Tan,Toga,Wide Eyed,Seaman's Hat,Gold Stud,https://lh3.googleusercontent.com/YNtlI3VLI-NbxqzH19w3Kn9-BJfG1rRP0fwpkKuAi8ilGmcdAkSR9uTrl4ns4SPoXr1poHanqMKqfDKKWWBlq7yqt-XHAHNWFQRztw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:36.800404
60,BoredApeYachtClub3187,90.01,113.27800000000002,underpriced,Dumbfounded,Aquamarine,Black,Space Suit,Closed,Cowboy Hat,Silver Stud,https://lh3.googleusercontent.com/Y8OgEExvaVaq1SNqtbbFQ3AmjBqcF3XVoi8ahlbe7zTuuLJAzIrUoobBhbcbxy5ppwkJkIUWUHGyYKxYDrHYhECrbWUb8_v6sVAKSQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:40.283501
61,BoredApeYachtClub3189,84.3,91.53099999999999,underpriced,Bored Cigar,Aquamarine,Robot,,Sleepy,Sea Captain's Hat,,https://lh3.googleusercontent.com/cu8GZTPWXIvnZNSWZUljngpl73jDOHs0hdDlqzbGae3TFz5lNF5OB1lsTVUv466yY403A0EJpKgSoVhbwZxAbr0Nmomf2hdt3qx5Gw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:43.642058
62,BoredApeYachtClub3192,95.01,101.66499999999999,underpriced,Grin Diamond Grill,Army Green,Brown,Tanktop,Closed,Fisherman's Hat,,https://lh3.googleusercontent.com/EpQ_HQlIDVngajKkegIsVcpMDw6xy4a2vCFFX9-6T_7-En2wjkeRqoCTTrqkJ1AIU1mdnzEUYxnkAnyiiR8rLguvSquQVZX7C1uFaw0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:48.627927
63,BoredApeYachtClub3205,73.12,82.65699999999997,underpriced,Tongue Out,Purple,Black,Bone Tee,Bloodshot,Girl's Hair Short,Silver Stud,https://lh3.googleusercontent.com/4D0fPyh7Mi_B3R8jvkNdfsgKpIIxi717SRov1jo4iHeucYS45CsnyZHUu1iu-gZyeFCNQlFjWlIG7dRB-4wC-B8j_XmeQbCyVqKkxQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:09.853943
64,BoredApeYachtClub3209,150.0,145.686,overpriced,Grin,Blue,Golden Brown,Black Holes T,Angry,Fisherman's Hat,Silver Stud,https://lh3.googleusercontent.com/Fxjg4IMulJdWQGTcErEcPfZ8lSJIWb97jT7O8QK2ne0_Z2ur5U2JO1h-lbhVlwCKpWR7N36zYdSfkuEzB7nxznWT0jy3CQmYe8DzdA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:16.124615
65,BoredApeYachtClub3211,73.12,80.35549999999998,underpriced,Bored Cigarette,Blue,Gray,Bandolier,Bored,Bayc Hat Red,Silver Stud,https://lh3.googleusercontent.com/dWi7RIYyocovseU5mEOC9TyyyiFD_nlCSTDFJE7Rt919JptmRhUvw04XMOd5QhHBuqYIspQzd14JA2kvjOAehGs0fnQM9NCOxIirZA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:19.384791
66,BoredApeYachtClub3214,178.0,154.28799999999998,overpriced,Discomfort,Aquamarine,Dark Brown,Stunt Jacket,Zombie,Sea Captain's Hat,,https://lh3.googleusercontent.com/Zw_EAALJGJFLqXKiZcq-p4knbH_Ai4Cn4QKoN5qfUbNd1FR57xb49WKGGpyB93NTP0qC68iozW-f7FQNjQEHVVIjoR1b6XPDs5YhtQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:24.244950
67,BoredApeYachtClub3217,84.9,95.494,underpriced,Bored Unshaven,Purple,Golden Brown,Bandolier,Bored,Irish Boho,,https://lh3.googleusercontent.com/NYgBelnxn7gdeM9iMXJyKT18ToglnvKJnRfiiaMAdGgO3-bAEtEKagfcjRHEbELxydsO4qq015PgPZs4mB23tSCRv7cIyP71avSmfA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:28.862464
68,BoredApeYachtClub3218,118.0,109.66900000000001,overpriced,Bored Kazoo,Purple,Dark Brown,Vietnam Jacket,Sleepy,,,https://lh3.googleusercontent.com/WZ9zLXKGmiTVkrxnj_HG9TjIkuRVu5lc6p6CfdWcOqr0RKnw5CUB3p5ceXXec6tpFO3hI9BatBiA-WVzAC-MbhdY8NpMC7lxUkX1xA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:30.429866
69,BoredApeYachtClub3219,118.0,139.06900000000002,underpriced,Bored Unshaven Cigar,Purple,Cheetah,Work Vest,3d,Fez,Silver Stud,https://lh3.googleusercontent.com/lOcMOVQgq1Fkxk2Mpg39hvuuO9f7OH_eLnSlzVolXjOZ_cEcXuee6RqfPfgdRh_B8PLZlGErmS3u7uTPSVr-6-cUKFB735oj_eL3dw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:32.127364
70,BoredApeYachtClub3223,73.12,94.32484500000001,underpriced,Bored,Gray,Robot,Tweed Suit,Sleepy,Horns,Silver Stud,https://lh3.googleusercontent.com/oiPx6hMvoPn68t3yAAgEKxAdvQWJ6CImth5e0zzyrLHvPTWzTV5K5KNRUxNFbHsVknRedQTALnhT9m70JG51iqm7hqh-fcmNWpLE,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:42.333954
71,BoredApeYachtClub3224,73.12,87.14599999999996,underpriced,Bored Cigarette,Blue,Black,Black Holes T,Eyepatch,Laurel Wreath,,https://lh3.googleusercontent.com/rltSi-YXKvZfaW2RoLf2To-xwyzo1TVtXCpxnLGsHv0NFuKm8JamT5A1wPZxu-3ohLSiEmRtwj1en67x0RywpE8KIu5RrZyREeemOw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:44.062475
72,BoredApeYachtClub3228,73.12,79.99699999999997,underpriced,Bored Cigarette,Gray,Cream,Wool Turtleneck,Robot,Prussian Helmet,Silver Stud,https://lh3.googleusercontent.com/p1jA_CV16T66OGPjFO-WLeA_wJSIdcxKrOQw-9AeiGoDr3uGWBJ2pQq3_2YIpXKkVZ-H-Esn-oVjTV31wK16Nz6jyx2tqISjgkvrfQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:50.201997
73,BoredApeYachtClub3229,149.0,141.31300000000002,overpriced,Discomfort,Army Green,Tan,Lab Coat,Bored,,,https://lh3.googleusercontent.com/HYScayAEi_zWgWTVACZ4bKqD-eujwqMYc4xE8UrQE-wQeytvrQ7OOt4oeWa8zJ7DLAYeFAVKDv0998iRCiCZm3sd0i6Iqegb_SqO9_I,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:51.746550
74,BoredApeYachtClub3231,85.01,83.821,overpriced,Grin Multicolored,Yellow,Tan,Striped Tee,Sleepy,Bayc Hat Red,Silver Stud,https://lh3.googleusercontent.com/I1jVb0wVVmqO5vVybX8rNzcH6I6gzinIIDkeKxAelVRSgTLf19rqcbqFIHpdK01EGMFZyVUd7BgEZGQqXLeTW70YyfDQDYhfAIN1GzI,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:54.933329
75,BoredApeYachtClub3233,99.333,90.26449999999998,overpriced,Grin,Gray,Brown,Black T,Bored,Halo,,https://lh3.googleusercontent.com/83pRY15EkRq_sDaBN3Ssg67WrGwpQFDWifTX5ibomHdszNRMoGsmUxMlB5LwLfJSULvolRArSnE_S8c9-CSa0B3YbaizFegT3cDPAg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:58.181406
76,BoredApeYachtClub3234,73.12,98.773,underpriced,Grin,Blue,Brown,Leather Punk Jacket,Bloodshot,Bowler,Gold Stud,https://lh3.googleusercontent.com/AQkipRzd80LW84toMOZs95aTCcBfogAV1Tz9-IW0B9vs-PiJ7zAYwQgWHFePmTYoAwJXPeGOufk7aNfpKeugIjaERVc5VmTPiU13SQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:33:59.758206
77,BoredApeYachtClub3238,72.51,147.51100000000005,underpriced,Discomfort,Purple,Dark Brown,Sailor Shirt,Closed,Bowler,Gold Stud,https://lh3.googleusercontent.com/L2eEkI3Dd6yOQuzPjNWiWYE4voZh4S-bl0Lfefsb3zn_fU3NgpUWy__qRNk9lfZt9-PohWGjKZ_6K-UVXvPA1x79hQjC-0pChoC8nQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:05.596630
78,BoredApeYachtClub3248,107.0,168.735,underpriced,Bored,Purple,Dark Brown,Sailor Shirt,Blindfold,Bayc Hat Black,,https://lh3.googleusercontent.com/p4Pt9GgfZxleABQemeaiVfWWwtK-VX1j6N7ZJcavWl6o5Vv0OyiT-JJCjJFq-pK9vSESAmAzKBH56fG8AxNlFLcQRXyrF2UxOOaH5w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:21.569364
79,BoredApeYachtClub3250,125.0,98.21949999999997,overpriced,Bored Unshaven Pipe,Blue,Dark Brown,Black T,Bored,Beanie,,https://lh3.googleusercontent.com/XZYUOxuSbTN848Slv0H9gaIP-JNB3kH_IbOyn47lFnvq-q5to8EB6v244EwbN8ODGaSwzDrnLCrY3oMtGAUcyhTjsp9ItyVJK3dZ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:24.676747
80,BoredApeYachtClub3251,73.12,120.26150000000003,underpriced,Bored,Aquamarine,Pink,Black T,Closed,Bayc Flipped Brim,Gold Stud,https://lh3.googleusercontent.com/CFwqUO8zIBMK6Z23rUYXeEWRhrtIleWAk_zNtghw-V_yl2fLo250rfzh0m65nLj6Y9Rbn4NOxCPCcR4sQk_BVl3P2YLc8tuNISY5,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:26.257985
81,BoredApeYachtClub3253,86.3,83.84949999999999,overpriced,Grin,New Punk Blue,Death Bot,,Bored,Bayc Hat Black,Silver Stud,https://lh3.googleusercontent.com/yn46EpeIbq6k2i1HnljKvB5A2W2Tco3oC4ty8FJF7dPWN_HBxZG0nT5vIfTW0Ddx2PVJMZWOK5yloCVK1NK2YuALgSfbA01X1ckyUA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:29.426534
82,BoredApeYachtClub3254,73.12,85.9965,underpriced,Bored Unshaven Pipe,New Punk Blue,Pink,Striped Tee,Blindfold,Fez,,https://lh3.googleusercontent.com/8_yqIOA5IPkVb8WcivhDZQf0CvwGpLv3XqWQcWYgDKQh2STXUlt-_XgqSE6eOmZDi_0YNj6D7-GB8vNOAfWhAl87ZiPzqjZNSkMP-g,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:31.101082
83,BoredApeYachtClub3260,73.12,79.60549999999998,underpriced,Phoneme L,Army Green,Blue,Wool Turtleneck,Heart,,Gold Stud,https://lh3.googleusercontent.com/bn_3fLr2lHTFdzVL9Oo68r-eVW6gX9mnEizIb8P4yugaJaPiZYhlD-mCCxYmSUJpZsDI0YicknzVS-qBxJnxSkLLE8ZMROhhGKnJmA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:40.338930
84,BoredApeYachtClub3262,175.0,142.607,overpriced,Grin,Army Green,Cheetah,Black T,Heart,Bayc Hat Black,,https://lh3.googleusercontent.com/3ApfA1l_GCKC2gT2_mgoGAbGlRdTDb6QMHW-mYbWnh6EGCrwNqPRzld2qapQaDZYxMPUIYc-K80L8Z2T1zy5Pxw8VGpCGugW2T10xQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:43.578813
85,BoredApeYachtClub3266,95.01,85.56750000000001,overpriced,Grin Gold Grill,New Punk Blue,Dark Brown,Sleeveless T,Crazy,S&m Hat,,https://lh3.googleusercontent.com/mUe-VFf5V0CuJJ9a-auiNzHH3-9PALU5dxMgLo9gHGRc6gpQ9g6sYdJVTeskHacpU-PuPkqm9xD3t3x82ZFro_OkMkxKY6Pplckz-A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:49.914143
86,BoredApeYachtClub3268,85.5,85.25249999999998,overpriced,Bored,Yellow,Death Bot,Leather Punk Jacket,Angry,Seaman's Hat,,https://lh3.googleusercontent.com/D7TqdvbnWS0W5DCy8zj2IKmlBggPLJ6ihvxUfMUewv97abYJHZBLRGGKkGlB1t8chE63oZ1rozwT7lZ2B4SVZUPOPfCEzV8F6uwHUU8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:53.505807
87,BoredApeYachtClub3270,141.0,125.06300000000002,overpriced,Bored,Yellow,Brown,Bone Necklace,Zombie,Bayc Hat Black,,https://lh3.googleusercontent.com/m34kBcKoGrPyAfMj2TScbHBpkiNcbo4rye2PfDlLZcSShcxc3H9BFKvi08_5-UGiD7D0WPHPVmvARtSQOxWycFWrwFiH8niOjdROBg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:56.923735
88,BoredApeYachtClub3271,98.0,140.8465,underpriced,Bored,Gray,Cream,Lumberjack Shirt,Angry,Safari,Gold Stud,https://lh3.googleusercontent.com/KyJOkdRkhYxfMYAhGzYKmGO8iCELicwQuH4gbS-HNlDJff2F_qxWJPj1l0LjQNdFQF8muDlKSk6KdJWTZiQXhfCHuSunjqjOQy19cS0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:34:58.658372
89,BoredApeYachtClub3272,85.01,91.47599999999998,underpriced,Grin Multicolored,Army Green,Red,Black T,Scumbag,Seaman's Hat,,https://lh3.googleusercontent.com/9gcEioxzj379enUokfHtbksvm2sQSvBeBkeZoqynWJt9ZLkglnC5itjiHNAHW1mk3gG2gPYoscvxXXOrbBcBRs8h35IqhnvDGVKeMw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:35:00.342874
90,BoredApeYachtClub3275,160.01,146.97650000000004,overpriced,Bored Unshaven,Orange,Trippy,Pimp Coat,X Eyes,Irish Boho,Silver Stud,https://lh3.googleusercontent.com/l14J4jgghZbH0ucYT8WrwAn7MB5dxJMLxRJU4HWXsaMj4pKC3T47u0SFaUhZdlbrWHhiU2JqrEqYUMPLFpRCkhPzW8EHQZlDfvaLwg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:35:05.107172
91,BoredApeYachtClub3282,72.51,96.074,underpriced,Bored Unshaven,Gray,Blue,Tie Dye,Sleepy,Cowboy Hat,Gold Stud,https://lh3.googleusercontent.com/QJs-nPg1BqmILhlTx3UIKq1vrttFskBanlC554awQko4WiBWqZiMH-HttgCv6dCy73LSPI1tsFCHTPdWedqfGXRd7o0wOTrxw24VOA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:35:16.349500
92,BoredApeYachtClub3285,84.3,120.52650000000003,underpriced,Bored,Yellow,Robot,Striped Tee,Wide Eyed,Party Hat 1,,https://lh3.googleusercontent.com/xQe_NOPNVKwfOwA1sLgL3Pp8jZmIXUObJgvJWh6Vs4hPFFTXiC1bFYKP1XPJL5VPKaAvLM_7eg3E1JyciILOzlVCqexchglVUWkE6A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:35:21.116243
93,BoredApeYachtClub3289,135.0,117.86950000000002,overpriced,Bored Unshaven Cigar,Purple,Dark Brown,Bone Tee,Eyepatch,Horns,,https://lh3.googleusercontent.com/5TvXs0o8Q6Qoi0QmhIbnVchvvW6jq9IedUBhIlhPpyH61-wsgb3EXIzT7Wl2M3VFwtvlInIyiqN2wo-AErtXyt5Nmcn8TDTitF_9,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:35:27.684658
94,BoredApeYachtClub3290,169.69,150.666,overpriced,Bored,Gray,Gray,Hip Hop,Heart,,,https://lh3.googleusercontent.com/FE4v8-LemkcHKUjdid5IrJg5d7kn4G9jSp1oCQhldc_cBl1hQU-vcYNANN0pyQ0okBYdpZffr0Up-sJRVRC6RSXfqqejO4Z063u4JMA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:35:29.285467
95,BoredApeYachtClub3308,85.01,91.4135,underpriced,Grin Multicolored,Aquamarine,Dark Brown,Bone Tee,Closed,Vietnam Era Helmet,,https://lh3.googleusercontent.com/bYx2LK0sysKEo-aAUtFlF-oaGsSGpbrpOwfRjyRSNWDC_BuzWxYQyzTy1vz1BxNNz5ChUxydhyny7ciRtEqVcX-1IOq-l-xc1_DJS9o,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:00.523265
96,BoredApeYachtClub3310,73.12,76.40299999999998,underpriced,Bored Kazoo,Aquamarine,Tan,Toga,Sad,Beanie,,https://lh3.googleusercontent.com/IViV7NVPxz1v2L9gjx7jeEuRc88LswukO1aOQ1SBLPY73JC6D4bT5fdp2ZtJZjH10GzZGMYiskHnetihucuRAkHZzzE96wgoZvD2VA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:03.792288
97,BoredApeYachtClub3311,111.69,106.52350000000004,overpriced,Rage,Aquamarine,Red,Wool Turtleneck,Bloodshot,Fez,,https://lh3.googleusercontent.com/SD1Yxz0A5IXShP4RtQDFOlfxeXMXNRkyVjm2z9shnG8V95A0Gnk0wy3GUseaP9yJ0JitZlqKyApHdvXIK6-cfPAxwaonFPAVi11tsG8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:05.742455
98,BoredApeYachtClub3312,73.12,92.23399999999997,underpriced,Bored Unshaven,Aquamarine,Noise,Sleeveless Logo T,Crazy,Horns,,https://lh3.googleusercontent.com/bQnLfS3RkQK3E_wF-4Zgn0O6O4TAmkmIto77dF84pUCVGXAxChWGRIIl5ugCnajRfInPQzRggZ1HPasyd7dX8SnckQTZk9zZQuJLwA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:09.305888
99,BoredApeYachtClub3315,111.11,102.93349999999995,overpriced,Bored Unshaven,Yellow,Black,Black T,Robot,,,https://lh3.googleusercontent.com/uB9FrW-QTxJ4aOOeQDmGaP9gR23svLMYW5q50sXnIChEWPBBDb6i-_2Mcsy8XfCIR2jo5XlBMY7sXNVEMs6RyC6IXvB19_BPcVE15w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:17.639328
100,BoredApeYachtClub3318,73.12,78.11549999999997,underpriced,Bored,Blue,Golden Brown,Tanktop,Crazy,Army Hat,Gold Hoop,https://lh3.googleusercontent.com/BwI6TYfH-aHBr7L0ZWGoydXJsiEt-3N2cSA07vCTqdhaZnPRVMVqFpPOE-kYWy4pPp05orefuBeHw1IGEcN-XJI_n8UAkyyYu9Mk,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:23.273204
101,BoredApeYachtClub3322,73.12,75.55849999999998,underpriced,Small Grin,Gray,Noise,Tuxedo Tee,Coins,Short Mohawk,,https://lh3.googleusercontent.com/II6eEpPX637hD4zUUdWxjB-i4Kp-9zcuH5oj2f00PJ-LCfDF_hWhcYUPq3PbrINfoGNrIxwRJt4mA1I9i6aTtAilCeydWWJlmqvE,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:30.177133
102,BoredApeYachtClub3335,85.01,95.008,underpriced,Grin Multicolored,Orange,Robot,Vietnam Jacket,Bored,Fisherman's Hat,Silver Hoop,https://lh3.googleusercontent.com/6wgfwuSSDG7QTm150TR-2jcSzOsNAmt9AjUQ5fu5S-z42VjTT2Yfsm0ELHp-L1g1MUBVic3VcetMM6Y0KPF6ao_RbSIK2QmdluI8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:36:53.714292
103,BoredApeYachtClub3343,73.12,79.49699999999999,underpriced,Grin,Yellow,Zombie,Lab Coat,Closed,Cowboy Hat,Silver Stud,https://lh3.googleusercontent.com/DYnetPR7xohmfRol_pU7Ict1C1VqIaHVmStYV_SPbO9YtcWQ556mCHzgM3s8t5lA5gdsrXIkFNXSbcZWB-B3lIPq7b2DnowKD5TDfBs,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:06.581326
104,BoredApeYachtClub3344,149.99,129.21299999999997,overpriced,Small Grin,Blue,Tan,Lumberjack Shirt,Robot,Cowboy Hat,,https://lh3.googleusercontent.com/Lru65CwW_7HB1Jwlh8BAHt0Vl4qwoO6f4RMi5eJqrx9qHsyHcYGPWPaOPmL2Tv9PFKwNpyfGJlnVL2ouH0Qsmwq9k_bA7dB3onM8WYk,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:08.260993
105,BoredApeYachtClub3351,73.12,102.1285,underpriced,Phoneme  ooo,Aquamarine,White,Prom Dress,Sleepy,Bayc Hat Red,,https://lh3.googleusercontent.com/lwEaoJQ10bc29_2isFLS_6zsdlzS6Ya7ADdvsguQldaJ2eG44i_irOyeZouvOzdWKrWHkJ5Wn1iK7UNGJ8p7Cocm__w4dayOG9JPPg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:19.435683
106,BoredApeYachtClub3353,217.0,187.64249999999998,overpriced,Dumbfounded,Aquamarine,Cheetah,Prison Jumpsuit,Eyepatch,Bowler,,https://lh3.googleusercontent.com/adZRR3KpXiMP3CwYMy7NEsc0qcmkoZRLfkf5vkUq2R8AUWxw2RO0ELKczbkUoKwwpzOFqSQqkakHpiLuJY1qIFCjPc_FDe3dYBXS6PM,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:22.739399
107,BoredApeYachtClub3359,73.12,77.94749999999996,underpriced,Bored Cigar,Yellow,White,Lab Coat,X Eyes,Halo,,https://lh3.googleusercontent.com/lvrviCijAH8neXMZ081AtPhHVU7yMEJhXWVYiYuBi-dePMMm8NeSXEFSs5U7D4jScjPzuT_D8Fsocv2RAQ60cqxpB05vJUFkp3OI,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:33.052971
108,BoredApeYachtClub3361,73.12,113.04099999999997,underpriced,Bored Unshaven Cigarette,Orange,Golden Brown,Bone Necklace,Crazy,Faux Hawk,Silver Stud,https://lh3.googleusercontent.com/GACXhW387Xn8GXDad9myTrqOOjvBK0nMuJZN62kBwJvJZ19kqHH0N39mxq_KaAIJ6dxVSEWY47YQ_Q41s6UAV46ctPVssxz6VS3fcsg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:36.355504
109,BoredApeYachtClub3364,95.01,92.67349999999999,overpriced,Grin Diamond Grill,Blue,Brown,Tuxedo Tee,Bored,Bayc Hat Black,Silver Hoop,https://lh3.googleusercontent.com/I2S8tsI8Wmc34Q_6wYZM56ENx_jqRk1PtLOGk1xNuPazIetdNZoyXtQ9KfeigP360Wug-FQS7HkSdFkptYBAuWytXyhpeAU_JSRe,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:41.104809
110,BoredApeYachtClub3365,73.12,95.50949999999997,underpriced,Bored,Yellow,Red,Hip Hop,Sleepy,Stuntman Helmet,Silver Hoop,https://lh3.googleusercontent.com/ZSXimPjqfH-DPenNRUWg96iMdSppXxlmZNYzb8c4VdoBX8qmZ65KZp4PV1TExApKOrQxvIykLSblDr4J5vylkkQbPHx6FAwnabWkZSw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:42.675113
111,BoredApeYachtClub3366,73.12,120.78399999999995,underpriced,Dumbfounded,Purple,Zombie,,Sunglasses,Bayc Flipped Brim,Gold Hoop,https://lh3.googleusercontent.com/TNOmat95IPhgLJX2nl0atQeY-IDEJ7mpWSo6CMui3EJ0lTUqLiO9bL9E9xXmTRFgZGKo4biPRG2uxtIJ0h0P2a66m5khPbYBUcYKdw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:44.615660
112,BoredApeYachtClub3368,420.0,351.4685,overpriced,Grin,Orange,Red,,Angry,Irish Boho,,https://lh3.googleusercontent.com/u-2FnHbaJ3U_KCDlmg2McX9Yfo7brsAzOffqihNXCGkHljA89SPPzwdjQiVSWcsvxCoj_ydBcDNCuZvHEekaYekaMEH4XX32k9US,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:48.298235
113,BoredApeYachtClub3373,73.12,83.7855,underpriced,Tongue Out,Gray,Tan,Black Holes T,Holographic,Fez,,https://lh3.googleusercontent.com/caDtNZTv5wXjDDL0xfET7ZrJvdAyOyMr7GJK4rPs77rX7Y117Sw0Z0s1g2E6YnkEj_PiwEgiUY4R4JVBuzp_BFxEjm8CYPh9K_1c,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:56.643339
114,BoredApeYachtClub3374,160.01,163.70290000000006,underpriced,Bored Pizza,Aquamarine,Trippy,Sleeveless T,Bored,Bayc Flipped Brim,,https://lh3.googleusercontent.com/bChir80aUGhoUNsD_xhFq3-JUjjBEQBMdfToWGSDlat3futu-rWS5i_NBsE8RQAlIoKarqYHanmkZcBOR2F5HNU8n0xzgZdETwjBfQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:37:58.286497
